,Unnamed: 0,Hanzi,Meaning,Reading,Color,Mean Word,Sound,Traditional,Silhouette,Traditional_Colored
110,110,车厢,"carraige, car (of a train, etc.)",<span class = 'tone1'>chēxiāng</span>,<span class = 'tone1'>车厢</span>,,,車廂,_ _,<span class = 'tone1'>車廂</span>
111,111,称呼,to address<br>form of address<br>appellation,<span class = 'tone1'>chēng</span><span class = 'tone5'>hu</span>,<span class = 'tone1'>称</span><span class = 'tone5'>呼</span>,,,稱呼,_ _,<span class = 'tone1'>稱</span><span class = 'tone5'>呼</span>
112,112,波及,to spread (w/ b)<br>to involve<br>to affect,<span class = 'tone1'>bō</span><span class = 'tone2'>jí</span>,<span class = 'tone1'>波</span><span class = 'tone2'>及</span>,,,波及,_ _,<span class = 'tone1'>波</span><span class = 'tone2'>及</span>
113,113,程度,"degree, level, extent",<span class = 'tone2'>chéng</span><span class = 'tone4'>dù</span>,<span class = 'tone2'>程</span><span class = 'tone4'>度</span>,,,程度,_ _,<span class = 'tone2'>程</span><span class = 'tone4'>度</span>
114,114,成分,"composition, make-up<br>component",<span class = 'tone2'>chéng</span><span class = 'tone4'>fèn</span>,<span class = 'tone2'>成</span><span class = 'tone4'>分</span>,,,成分,_ _,<span class = 'tone2'>成</span><span class = 'tone4'>分</span>
115,115,成果,achievement (as in fruits)<br>results,<span class = 'tone2'>chéng</span><span class = 'tone3'>guǒ</span>,<span class = 'tone2'>成</span><span class = 'tone3'>果</span>,,,成果,_ _,<span class = 'tone2'>成</span><span class = 'tone3'>果</span>
116,116,字面,literal<br>literally<br>typeface,<span class = 'tone4'>zìmiàn</span>,<span class = 'tone4'>字面</span>,,,字面,_ _,<span class = 'tone4'>字面</span>
117,117,抽屉,drawer,<span class = 'tone1'>chōu</span><span class = 'tone5'>ti</span>,<span class = 'tone1'>抽</span><span class = 'tone5'>屉</span>,,,抽屜,_ _,<span class = 'tone1'>抽</span><span class = 'tone5'>屜</span>
118,118,口袋,"pocket, sack, bag",<span class = 'tone3'>kǒu</span><span class = 'tone4'>dài</span>,<span class = 'tone3'>口</span><span class = 'tone4'>袋</span>,,,口袋,_ _,<span class = 'tone3'>口</span><span class = 'tone4'>袋</span>
119,119,翅膀,wing,<span class = 'tone4'>chì</span><span class = 'tone3'>bǎng</span>,<span class = 'tone4'>翅</span><span class = 'tone3'>膀</span>,,,翅膀,_ _,<span class = 'tone4'>翅</span><span class = 'tone3'>膀</span>
120,120,重伤,a serious injury,<span class = 'tone4'>zhòng</span><span class = 'tone1'>shāng</span>,<span class = 'tone4'>重</span><span class = 'tone1'>伤</span>,,,重傷,_ _,<span class = 'tone4'>重</span><span class = 'tone1'>傷</span>
121,121,尺子,ruler,<span class = 'tone3'>chǐ</span><span class = 'tone5'>zi</span>,<span class = 'tone3'>尺</span><span class = 'tone5'>子</span>,把,,尺子,_ _,<span class = 'tone3'>尺</span><span class = 'tone5'>子</span>
122,122,量的准,to measure accurately,<span class = 'tone4'>liàng </span><span class = 'tone5'>de </span><span class = 'tone3'>zhǔn</span>,<span class = 'tone4'>量</span><span class = 'tone5'>的准</span>,,,量的準,_ _ _,<span class = 'tone4'>量</span><span class = 'tone5'>的準</span>
123,123,神父,priest (not pastor),<span class = 'tone2'>shén</span><span class = 'tone4'>fù</span>,<span class = 'tone2'>神</span><span class = 'tone4'>父</span>,,,神父,_ _,<span class = 'tone2'>神</span><span class = 'tone4'>父</span>
124,124,天主教,Catholicism,<span class = 'tone1'>tiān</span><span class = 'tone3'>zhǔ </span><span class = 'tone4'>jiào</span>,<span class = 'tone1'>天</span><span class = 'tone3'>主</span><span class = 'tone5'>教</span>,,,天主教,_ _ _,<span class = 'tone1'>天</span><span class = 'tone3'>主</span><span class = 'tone5'>教</span>
125,125,新教,protestantism,<span class = 'tone1'>xīn</span><span class = 'tone4'>jiào</span>,<span class = 'tone1'>新</span><span class = 'tone4'>教</span>,,,新教,_ _,<span class = 'tone1'>新</span><span class = 'tone4'>教</span>
126,126,祈祷,to pray (w/ q)<br>prayer,<span class = 'tone2'>qí</span><span class = 'tone3'>dǎo</span>,<span class = 'tone2'>祈</span><span class = 'tone3'>祷</span>,,,祈禱,_ _,<span class = 'tone2'>祈</span><span class = 'tone3'>禱</span>
127,127,会众,congregation (of a church),"<span class = 'tone5'>""</span><span class = 'tone4'>huìzhòng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>会</span><span class = 'tone4'>众</span>,,[sound:会众_google_zh-CN.mp3],會衆,_ _,<span class = 'tone5'>會</span><span class = 'tone4'>衆</span>
128,128,跪,to kneel,"<span class = 'tone5'>""</span><span class = 'tone4'>guì </span><span class = 'tone5'>""</span>",<span class = 'tone5'>跪</span>,,[sound:跪_google_zh-CN.mp3],跪,_,<span class = 'tone5'>跪</span>
129,129,十字架,cross<br>crucifix,<span class = 'tone2'>shí</span><span class = 'tone4'>zì jià</span>,<span class = 'tone2'>十</span><span class = 'tone4'>字</span><span class = 'tone5'>架</span>,,,十字架,_ _ _,<span class = 'tone2'>十</span><span class = 'tone4'>字</span><span class = 'tone5'>架</span>
130,130,基督,Christ,<span class = 'tone1'>jīdū</span>,<span class = 'tone1'>基督</span>,,,基督,_ _,<span class = 'tone1'>基督</span>
131,131,钉死,to crucify<br>to execute by impalement (generally)<br>to fix securely,<span class = 'tone4'>dìng</span><span class = 'tone3'>sǐ</span>,<span class = 'tone4'>钉</span><span class = 'tone3'>死</span>,,,釘死,_ _,<span class = 'tone4'>釘</span><span class = 'tone3'>死</span>
132,132,钉,nail<br>to nail,<span class = 'tone4'>dìng</span>,<span class = 'tone4'>钉</span>,,,釘,_,<span class = 'tone4'>釘</span>
133,133,热点,hotspot (phone),<span class = 'tone4'>rè</span><span class = 'tone3'>diǎn</span>,<span class = 'tone4'>热</span><span class = 'tone3'>点</span>,,,熱點,_ _,<span class = 'tone4'>熱</span><span class = 'tone3'>點</span>
134,134,十约,the Ten Commandments,<span class = 'tone2'>shí </span><span class = 'tone1'>yuē</span>,<span class = 'tone2'>十</span><span class = 'tone5'>约</span>,,,十約,_ _,<span class = 'tone2'>十</span><span class = 'tone5'>約</span>
135,135,犹太教,Judaism,<span class = 'tone2'>yóu</span><span class = 'tone4'>tàijiào</span>,<span class = 'tone2'>犹</span><span class = 'tone4'>太教</span>,,,猶太教,_ _ _,<span class = 'tone2'>猶</span><span class = 'tone4'>太教</span>
136,136,旧约,the Old Testament,<span class = 'tone4'>jiù </span><span class = 'tone1'>yuē</span>,<span class = 'tone4'>旧</span><span class = 'tone5'>约</span>,,,舊約,_ _,<span class = 'tone4'>舊</span><span class = 'tone5'>約</span>
137,137,新约,the New Testament,<span class = 'tone1'>xīn yuē</span>,<span class = 'tone1'>新</span><span class = 'tone5'>约</span>,,,新約,_ _,<span class = 'tone1'>新</span><span class = 'tone5'>約</span>
138,138,中介,intermediary<br>agency<br>to act as an intermediary<br>inter-,<span class = 'tone1'>zhōng</span><span class = 'tone4'>jiè</span>,<span class = 'tone1'>中</span><span class = 'tone4'>介</span>,,,中介,_ _,<span class = 'tone1'>中</span><span class = 'tone4'>介</span>
139,139,雕塑,statue<br>to sculpt<br>sculpture,<span class = 'tone1'>diāo</span><span class = 'tone4'>sù</span>,<span class = 'tone1'>雕</span><span class = 'tone4'>塑</span>,,,雕塑,_ _,<span class = 'tone1'>雕</span><span class = 'tone4'>塑</span>
140,140,拜偶像,idolatry,<span class = 'tone4'>bài </span><span class = 'tone3'>ǒu</span><span class = 'tone4'>xiàng</span>,<span class = 'tone4'>拜</span><span class = 'tone5'>偶</span><span class = 'tone3'>像</span>,,,拜偶像,_ _ _,<span class = 'tone4'>拜</span><span class = 'tone5'>偶</span><span class = 'tone3'>像</span>
141,141,摩擦,friction (lit. and fig.),<span class = 'tone2'>mó</span><span class = 'tone1'>cā</span>,<span class = 'tone2'>摩</span><span class = 'tone1'>擦</span>,,,摩擦,_ _,<span class = 'tone2'>摩</span><span class = 'tone1'>擦</span>
142,142,洞,hole,<span class = 'tone4'>dòng</span>,<span class = 'tone4'>洞</span>,,,洞,_,<span class = 'tone4'>洞</span>
143,143,顶,top<br>apex<br>crown,<span class = 'tone3'>dǐng</span>,<span class = 'tone3'>顶</span>,,,頂,_,<span class = 'tone3'>頂</span>
144,144,页顶,top of the page,<span class = 'tone4'>yè </span><span class = 'tone3'>dǐng</span>,<span class = 'tone4'>页</span><span class = 'tone5'>顶</span>,,,頁頂,_ _,<span class = 'tone4'>頁</span><span class = 'tone5'>頂</span>
145,145,。。。随时都可能发生,... can happen at any time,<span class = 'tone2'>suíshí </span><span class = 'tone1'>dōu </span><span class = 'tone3'>kě</span><span class = 'tone2'>néng </span><span class = 'tone1'>fāshēng</span>,<span class = 'tone2'>。。。随</span><span class = 'tone5'>时</span><span class = 'tone1'>都</span><span class = 'tone5'>可</span><span class = 'tone3'>能</span><span class = 'tone2'>发</span><span class = 'tone5'>生</span>,,,。。。隨時都可能發生,。。。_ _ _ _ _ _ _,<span class = 'tone2'>。。。隨</span><span class = 'tone5'>時</span><span class = 'tone1'>都</span><span class = 'tone5'>可</span><span class = 'tone3'>能</span><span class = 'tone2'>發</span><span class = 'tone5'>生</span>
146,146,传统上。。,traditionally...,<span class = 'tone2'>chuán</span><span class = 'tone3'>tǒng </span><span class = 'tone4'>shàng</span><span class = 'tone5'>...</span>,<span class = 'tone2'>传</span><span class = 'tone3'>统</span><span class = 'tone5'>上</span><span class = 'tone4'>。。</span>,,,傳統上。。,_ _ _ 。。,<span class = 'tone2'>傳</span><span class = 'tone3'>統</span><span class = 'tone5'>上</span><span class = 'tone4'>。。</span>
147,147,打破传统,to break with tradition,<span class = 'tone3'>dǎ</span><span class = 'tone4'>pò </span><span class = 'tone2'>chuán</span><span class = 'tone3'>tǒng</span>,<span class = 'tone3'>打</span><span class = 'tone4'>破</span><span class = 'tone5'>传</span><span class = 'tone2'>统</span>,,,打破傳統,_ _ _ _,<span class = 'tone3'>打</span><span class = 'tone4'>破</span><span class = 'tone5'>傳</span><span class = 'tone2'>統</span>
148,148,供应,to supply<br>supply,<span class = 'tone1'>gōng</span><span class = 'tone4'>yìng</span>,<span class = 'tone1'>供</span><span class = 'tone4'>应</span>,,,供應,_ _,<span class = 'tone1'>供</span><span class = 'tone4'>應</span>
149,149,食物供应,a supply of food<br>food supply,<span class = 'tone2'>shí</span><span class = 'tone4'>wù </span><span class = 'tone1'>gōng</span><span class = 'tone4'>yìng</span>,<span class = 'tone2'>食</span><span class = 'tone4'>物</span><span class = 'tone5'>供</span><span class = 'tone1'>应</span>,,,食物供應,_ _ _ _,<span class = 'tone2'>食</span><span class = 'tone4'>物</span><span class = 'tone5'>供</span><span class = 'tone1'>應</span>
150,150,点心,dim sum<br>dessert/pastry<br>light refreshments,<span class = 'tone3'>diǎn</span><span class = 'tone5'>xin</span>,<span class = 'tone3'>点</span><span class = 'tone5'>心</span>,,,點心,_ _,<span class = 'tone3'>點</span><span class = 'tone5'>心</span>
151,151,贿赂,to bribe<br>a bribe,<span class = 'tone4'>huìlù</span>,<span class = 'tone4'>贿赂</span>,,,賄賂,_ _,<span class = 'tone4'>賄賂</span>
152,152,巩固,to consolidate/strengthen<br>consolidation,<span class = 'tone3'>gǒng</span><span class = 'tone4'>gù</span>,<span class = 'tone3'>巩</span><span class = 'tone4'>固</span>,,,鞏固,_ _,<span class = 'tone3'>鞏</span><span class = 'tone4'>固</span>
153,153,地毯,carpet<br>rug,<span class = 'tone4'>dì</span><span class = 'tone3'>tǎn</span>,<span class = 'tone4'>地</span><span class = 'tone3'>毯</span>,,,地毯,_ _,<span class = 'tone4'>地</span><span class = 'tone3'>毯</span>
154,154,当代,the present age,<span class = 'tone1'>dāng</span><span class = 'tone4'>dài</span>,<span class = 'tone1'>当</span><span class = 'tone4'>代</span>,,,當代,_ _,<span class = 'tone1'>當</span><span class = 'tone4'>代</span>
155,155,才智,abilities and knowledge<br>talents<br>wisdom,"<span class = 'tone5'>""</span><span class = 'tone2'>cái</span><span class = 'tone4'>zhì </span><span class = 'tone5'>""</span>",<span class = 'tone5'>才</span><span class = 'tone2'>智</span>,,[sound:才智_google_zh-CN.mp3],才智,_ _,<span class = 'tone5'>才</span><span class = 'tone2'>智</span>
156,156,道理,reason/sense,<span class = 'tone4'>dào</span><span class = 'tone5'>li</span>,<span class = 'tone4'>道</span><span class = 'tone5'>理</span>,,,道理,_ _,<span class = 'tone4'>道</span><span class = 'tone5'>理</span>
157,157,岛,island,<span class = 'tone3'>dǎo</span>,<span class = 'tone3'>岛</span>,,,島,_,<span class = 'tone3'>島</span>
158,158,磁带,magnetic tape,<span class = 'tone2'>cí</span><span class = 'tone4'>dài</span>,<span class = 'tone2'>磁</span><span class = 'tone4'>带</span>,,,磁帶,_ _,<span class = 'tone2'>磁</span><span class = 'tone4'>帶</span>
159,159,面条,noodles,<span class = 'tone4'>miàn</span><span class = 'tone2'>tiáo</span>,<span class = 'tone4'>面</span><span class = 'tone2'>条</span>,,,麪條,_ _,<span class = 'tone4'>麪</span><span class = 'tone2'>條</span>
160,160,措施,measure/step,<span class = 'tone4'>cuò</span><span class = 'tone1'>shī</span>,<span class = 'tone4'>措</span><span class = 'tone1'>施</span>,,,措施,_ _,<span class = 'tone4'>措</span><span class = 'tone1'>施</span>
161,161,单元,unit (as in forming an entity),<span class = 'tone1'>dān</span><span class = 'tone2'>yuán</span>,<span class = 'tone1'>单</span><span class = 'tone2'>元</span>,,,單元,_ _,<span class = 'tone1'>單</span><span class = 'tone2'>元</span>
162,162,依靠,to rely on<br>to depend on,<span class = 'tone1'>yī</span><span class = 'tone4'>kào</span>,<span class = 'tone1'>依</span><span class = 'tone4'>靠</span>,,,依靠,_ _,<span class = 'tone1'>依</span><span class = 'tone4'>靠</span>
163,163,前夕,eve (lit. and fig.),"<span class = 'tone5'>""</span><span class = 'tone2'>qián</span><span class = 'tone1'>xī </span><span class = 'tone5'>""</span>",<span class = 'tone5'>前</span><span class = 'tone2'>夕</span>,,[sound:前夕_google_zh-CN.mp3],前夕,_ _,<span class = 'tone5'>前</span><span class = 'tone2'>夕</span>
164,164,传说,"legend, folklore<br>it is said that...",<span class = 'tone2'>chuán</span><span class = 'tone1'>shuō</span>,<span class = 'tone2'>传</span><span class = 'tone1'>说</span>,,,傳說,_ _,<span class = 'tone2'>傳</span><span class = 'tone1'>說</span>
165,165,初步,initial<br>preliminary,<span class = 'tone1'>chū</span><span class = 'tone4'>bù</span>,<span class = 'tone1'>初</span><span class = 'tone4'>步</span>,,,初步,_ _,<span class = 'tone1'>初</span><span class = 'tone4'>步</span>
166,166,吃光,to eat up (colloquial),<span class = 'tone1'>chīguāng</span>,<span class = 'tone1'>吃光</span>,,,喫光,_ _,<span class = 'tone1'>喫光</span>
167,167,胆小鬼,coward,<span class = 'tone3'>dǎnxiǎo guǐ</span>,<span class = 'tone3'>胆小</span><span class = 'tone5'>鬼</span>,,,膽小鬼,_ _ _,<span class = 'tone3'>膽小</span><span class = 'tone5'>鬼</span>
168,168,主角,the leading role (in a movie/play),<span class = 'tone3'>zhǔ</span><span class = 'tone2'>jué</span>,<span class = 'tone3'>主</span><span class = 'tone2'>角</span>,,,主角,_ _,<span class = 'tone3'>主</span><span class = 'tone2'>角</span>
169,169,一知半解,to know one and understand half (idiom)<br>to have sketchy knowledge<br>a little learning,<span class = 'tone1'>yī zhī </span><span class = 'tone4'>bàn </span><span class = 'tone3'>jiě</span>,<span class = 'tone1'>一</span><span class = 'tone5'>知</span><span class = 'tone1'>半</span><span class = 'tone5'>解</span>,,,一知半解,_ _ _ _,<span class = 'tone1'>一</span><span class = 'tone5'>知</span><span class = 'tone1'>半</span><span class = 'tone5'>解</span>
170,170,扮演,to play the part of... (as in acting),<span class = 'tone4'>bàn</span><span class = 'tone3'>yǎn</span>,<span class = 'tone4'>扮</span><span class = 'tone3'>演</span>,,,扮演,_ _,<span class = 'tone4'>扮</span><span class = 'tone3'>演</span>
171,171,懦夫,coward/wimp,<span class = 'tone4'>nuò</span><span class = 'tone1'>fū</span>,<span class = 'tone4'>懦</span><span class = 'tone1'>夫</span>,,,懦夫,_ _,<span class = 'tone4'>懦</span><span class = 'tone1'>夫</span>
172,172,待遇,treatment (of a person - not 对待),<span class = 'tone4'>dàiyù</span>,<span class = 'tone4'>待遇</span>,,,待遇,_ _,<span class = 'tone4'>待遇</span>
173,173,道德,"""ethics<br>virtue(not 美德)<br>morality<br>""",<span class = 'tone4'>dào</span><span class = 'tone2'>dé</span>,<span class = 'tone4'>道</span><span class = 'tone2'>德</span>,,,道德,_ _,<span class = 'tone4'>道</span><span class = 'tone2'>德</span>
